Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.32605293
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.50015506
Turkey,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.68461768
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,49.31833862
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,15.99999943
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,23.70653091
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.88947945
Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.44027585
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.3223544
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.27488917
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.69999885
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.31336383
British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.70426829
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.3774943
Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.14
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.71978784
World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.99592877
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,33.61093932
Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.89359681
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.71835477
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.16739447
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.8525791
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.05548769
